taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason,decimalLongitude,decimalLatitude,climate
18,Abrocoma boliviensis,,,,CR,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,Bolivian Chinchilla Rat,"Glanz &amp; Anderson, 1990",2016,2016-03-01,CR,"B1ab(i,ii,iii)",Decreasing,False,False,True,"Bernal, N.","Amori, G.",,,2270.0,1800.0,,,,,,,-64.4833,-17.9,Aw Tropical-Savanna
195,Achatinella pupukanioe,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Achatinella,,"Pilsbry &amp; Cooke, 1914",1996,1996-08-01,CR,"A1ce, B1+2abcde",,False,False,True,"Hadfield, M. & Hadway, L.",,,,,,,,,,,,-157.882181,21.405552,Aw Tropical-Savanna
232,Acipenser gueldenstaedtii,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,Russian Sturgeon,"Brandt &amp; Ratzeburg, 1833",2010,2009-10-24,CR,A2bcde,Decreasing,True,True,False,"Gessner, J., Freyhof, J. & Kottelat, M.","Pourkazemi, M. & Smith, K.",,,,,,,,,,,49.9,37.2,Csa Temperate-Dry_Summer-Hot_Summer
230,Acipenser sturio,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,Atlantic Sturgeon,"Linnaeus, 1758",2010,2009-10-24,CR,"A2cde; B2ab(ii,iii,v)",Decreasing,True,True,False,"Gesner, J., Williot, P., Rochard, E., Freyhof, J. & Kottelat, M.","Pourkazemi, M. & Smith, K.",10,,,,,,,,,,-4.737883,50.272691,
22714826,Acrocephalus rimitarae,,,,CR,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,Rimatara Reed-warbler,"(Murphy &amp; Mathews, 1929)",2021,2020-04-08,CR,B1ab(v),Decreasing,False,True,True,BirdLife International,"Clark, J.",16,16,,,,,,,,,-152.797,-22.652,
135503,Alburnus vistonicus,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Alburnus,Vistonida shemaya,"Freyhof &amp; Kottelat, 2007",2008,2008-01-01,CR,"B2ab(ii,iii)",Unknown,False,True,False,"Freyhof, J. & Kottelat, M.","Bogutskaya, N., & Smith, K. (IUCN Freshwater Biodiversity Unit)",,,,,,,,,,,25.108455,41.007507,Csb Temperate-Dry_Summer-Warm_Summer
56088,Alexteroon jynx,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Alexteroon,,"Amiet, 2000",2018,2017-03-22,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,59.28,1050.0,800.0,,,,,,,9.979,4.991,Am Tropical-Monsoon
881,Allotoca maculata,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,Blackspot Allotoca,"Smith &amp; Miller, 1980",2019,2018-04-18,CR,"B1ab(i,ii,iii,iv)c(ii)+2ab(i,ii,iii,iv)c(ii)",Decreasing,False,True,False,"Koeck, M.","Domínguez, O., Rivas, M., Arroyave, J. & Contreras MacBeath, T.",2-4,30-85,1400.0,1300.0,,,,,,,-104.083333,20.783333,BSh Arid-Steppe-Hot
892,Aloeides rossouwi,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Rossouw's Copper,"Henning &amp; Henning, 1982",2020,2018-02-20,CR,"B1ab(iii,v)+2ab(iii,v); C2a(ii)",Decreasing,False,False,True,"Henning, G.A.","Kirkman, S., Raimondo, D., Oberprieler, R.G. & Böhm, M.",8,8,,,,,,,,,29.816667,-25.416667,Cwb Temperate-Dry_Winter-Warm_Summer
56319,Alsodes pehuenche,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,Pehuenche Spiny-chest Frog,"Cei, 1976",2019,2018-02-06,CR,"B1ab(ii,iii,iv,v)",Decreasing,False,True,False,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",32,95.31,2523.0,2000.0,,,,,,,-70.221573,-35.826784,Csb Temperate-Dry_Summer-Warm_Summer
47755615,Alsophylax tadjikiensis,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Alsophylax,Tadjikistan Even-fingered Gecko,"Golubev, 1979",2017,2016-04-05,CR,B1ab(iii),Unknown,False,False,True,"Sattorov, T.","Bowles, P.",,10-20,500.0,400.0,,,,,,,68.605834,37.655285,BSk Arid-Steppe-Cold
22686342,Amazona auropalliata,,,,CR,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Yellow-naped Amazon,"(Lesson, 1842)",2021,2021-07-12,CR,A4acd,Decreasing,False,False,True,BirdLife International,"Bell, F.",,509000,600.0,0.0,,,,,,,-88.833333,13.733333,Aw Tropical-Savanna
1076,Amblema neislerii,,,,CR,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Amblema,Fat Threeridge,"I. Lea, 1858",1996,1996-08-01,CR,A1ce,,False,True,False,"Bogan, A.E.",,,,,,,,,,,,-85.194313,30.236439,Cfa Temperate-Withouth_dry_season-Hot_Summer
152331440,Amblyrhynchus cristatus ssp. trillmichi,trillmichi,ssp.,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Amblyrhynchus,Santa Fé Marine Iguana,"Miralles, Macleod, Rodríguez, Ibáñez, Jiménez-Uzcategui, Quezada, Vences &amp; Steinfartz, 2017",2020,2019-12-02,CR,"B1ab(iii,v)c(iv)",Unknown,True,False,True,"MacLeod, A., Nelson, K.N. & Grant, T.D.","Perry, G.",44,44,259.0,0.0,0.0,30.0,True,"This erratum was created to correct the Assessor name ""Nelson, K."" to ""Nelson, K.N."".",,,-90.196657,-0.964248,
59061,Ambystoma leorae,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Leora's Stream Salamander,"(Taylor, 1943)",2020,2019-10-24,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,10,3000.0,3000.0,,,,,,,-98.67,19.35,Cwb Temperate-Dry_Winter-Warm_Summer
29432,Ameerega planipaleae,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ameerega,Oxapampa Poison Frog,"(Morales &amp; Velazco, 1998)",2019,2017-04-20,CR,B1ab(iii)+2ab(iii),Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",8,8,2080.0,1924.0,,,,,,,-75.3833,-10.6167,Af Tropical-Rainforest
150107127,Amphilophus astorquii,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Amphilophus,Black Midas Cichlid,"Stauffer, McCrary &amp; Black, 2008",2020,2019-07-15,CR,B1ab(iii),Decreasing,False,True,False,"Lyons, T.J.","Contreras MacBeath, T.",22,22,,,,,,,,,-86.016932,11.902287,Aw Tropical-Savanna
150122874,Amphilophus supercilius,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Amphilophus,Mojarra,"Geiger, McCrary &amp; Stauffer, 2010",2020,2019-07-19,CR,B1ab(iii),Decreasing,False,True,False,"Lyons, T.J.","Contreras MacBeath, T.",22,22,,,,,,,,,-86.013022,11.934842,Aw Tropical-Savanna
1261,Ancylastrum cumingianus,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Ancylastrum,Tasmanian Freshwater 'Limpet',"(Bourguignat, 1853)",1996,1996-08-01,CR,A1e,,False,True,False,Mollusc Specialist Group,,,,,,,,,,,,146.16971,-42.06,Cfb Temperate-Withouth_dry_season-Warm_Summer
77318469,Andinobates geminisae,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,Geminis' Dart Frog,"Batista, Jaramillo, Ponce &amp; Crawford, 2014",2019,2018-06-30,CR,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,14.64,136.0,50.0,,,,,,,-80.7714,8.8826,Aw Tropical-Savanna
1272,Andrias davidianus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,CRYPTOBRANCHIDAE,Andrias,Chinese Giant Salamander,"(Blanchard, 1871)",2004,2004-04-30,CR,A2ad,Decreasing,False,True,False,"Liang Gang, Geng Baorong, Zhao Ermi","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,104.587625,28.768247,Cwa Temperate-Dry_Winter-Hot_Summer
102839222,Anilios insperatus,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Anilios,Fassifern Blind Snake,"Venchi, Wilson &amp; Borsboom, 2015",2018,2017-06-12,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Shea, G., McDonald, P. & Fenner, A.","Bowles, P.",8-9,10-99,,,,,,,,,152.615252,-27.815295,Cfa Temperate-Withouth_dry_season-Hot_Summer
74994414,Anolis altavelensis,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,Noble's Anole,"Noble &amp; Hassler, 1933",2020,2015-07-24,CR,B1ab(iii),Unknown,False,False,True,"Inchaustegui, S. & Landestoy, M.","Bowles, P.",,1,49.0,0.0,,,,,,,-71.64083,17.47306,
74994974,Anolis darlingtoni,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,Darlington's Anole,"(Cochran, 1935)",2020,2015-07-23,CR,B1ab(iii),Decreasing,False,False,True,"Hedges, S.B. & Mahler, D.L.","Bowles, P.",,70,1500.0,1360.0,,,,,,,-74.0,18.4667,Aw Tropical-Savanna
178592,Anolis koopmani,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,Brown Red-bellied Anole,"Rand, 1961",2020,2015-07-23,CR,"B1ab(iii,v)",Decreasing,False,False,True,"Mahler, D.L., Powell, R., Hedges, S.B. & Mayer, G.C.","Bowles, P.",,84,750.0,240.0,,,,,,,-73.966698,18.2833,Aw Tropical-Savanna
178478,Anolis muralla,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,,"(Köhler, McCranie &amp; Wilson, 1999)",2020,2012-05-07,CR,B1ab(iii),Decreasing,False,False,True,"Mayer, G.C., Townsend, J.H., Luque, I., Wilson, L.D., Nicholson, K. & Köhler, G.","Bowles, P.",,80,1740.0,1440.0,,,,,,,-86.73,15.08,Aw Tropical-Savanna
1319,Anolis roosevelti,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DACTYLOIDAE,Anolis,Culebra Giant Anole,"Grant, 1931",2020,2015-07-22,CR,D,Unknown,False,False,True,"Platenberg, R., de Queiroz, K. & Mahler, D.L.","Bowles, P.",,,,,,,,,,,-65.2833,18.3167,
47709755,Anonconotus apenninigenus,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Anonconotus,Southern Alpine Bush-cricket,"(Targioni-Tozzetti, 1881)",2016,2015-05-17,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,False,True,"Buzzetti, F.M., Hochkirch, A., Fontana, P., Kleukers, R., Massa, B. & Odé, B.","Bushell, M. & Cálix, M.",4,4,,,,,,,,,7.13768,44.543015,Cfa Temperate-Withouth_dry_season-Hot_Summer
135600,Aphanius almiriensis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,APHANIIDAE,Aphanius,Almiri killifish,"Kottelat, Barbieri &amp; Stoumboudi, 2007",2008,2008-01-01,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,True,False,"Freyhof, J. & Kottelat, M.","Bogutskaya, N., & Smith, K. (IUCN Freshwater Biodiversity Unit)",,,,,,,,,,,23.02,37.84,
80351408,Aphistogoniulus corallipes,,,,CR,ANIMALIA,ARTHROPODA,DIPLOPODA,SPIROBOLIDA,PACHYBOLIDAE,Aphistogoniulus,Red-legged Fire-Millipede,"(de Saussure &amp; Zehntner, 1902)",2017,2015-11-11,CR,"B1ab(i,ii,iii,v)",Decreasing,False,False,True,"Rudolf, E. & Wesener, T.","Hochkirch, A. & Mumford, N.",10,10,,,,,,,,,46.924431,-24.988094,Am Tropical-Monsoon
22710490,Aplonis pelzelni,,,,CR,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Aplonis,Pohnpei Starling,"Finsch, 1876",2016,2016-10-01,CR,"B1ab(v);C2a(i,ii);D",Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,110,,425.0,,,,,,,158.0,7.0,
49830106,Aposturisoma myriodon,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Aposturisoma,shitari,"Isbrücker, Britski, Nijssen & Ortega, 1983",2016,2014-04-23,CR,B2ab(iii),Unknown,False,True,False,"Velasquez, M., Hidalgo del Aguila, M. & Chocano, L.","Cox, N.A. & Reis, R.",5,,600.0,300.0,,,,,,,-75.483333,-9.0,Af Tropical-Rainforest
59391,Aquiloeurycea praecellens,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,Admirable False Brook Salamander,"(Rabb, 1955)",2016,2016-05-24,CR,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Lamoreux, J.",,22.91,,,,,True,The range map is replaced with a corrected version.,,,-96.916702,18.8333,Cwa Temperate-Dry_Winter-Hot_Summer
22685542,Ara glaucogularis,,,,CR,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Ara,Blue-throated Macaw,"Dabbene, 1921",2021,2021-02-12,CR,A1abcde,Stable,False,False,True,BirdLife International,"Clark, J.",,50800,300.0,0.0,,,,,,,-64.63,-13.78,Aw Tropical-Savanna
22697021,Ardea insignis,,,,CR,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ardea,White-bellied Heron,"Hume, 1878",2018,2018-08-18,CR,C2a(i),Decreasing,False,True,True,BirdLife International,"Westrip, J.R.S.",,165000,1500.0,0.0,,,,,,,93.057203,22.741356,Am Tropical-Monsoon
125252765,Argia haberi,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Argia,,"Garrison &amp; von Ellenrieder, 2017",2021,2019-03-14,CR,"B2ab(iii,v)",Decreasing,False,True,True,"Bota-Sierra, C.A., Sandoval-H, J. & Haber, W.A.","Clausnitzer, V. & Lozano, F.",4,387,1710.0,1710.0,,,,,,,-83.69667,9.471666,Am Tropical-Monsoon
44635,Arinia oviformis,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Arinia,,"Vermeulen, 1996",2004,2004-04-30,CR,B2ab(iii),Decreasing,False,False,True,"Schilthuizen, M. & Vermeulen, J.","Seddon, M.B. & Schilthuizen, M. (Mollusc Red List Authority)",,,,,,,,,,,116.558333,4.671667,Af Tropical-Rainforest
44461,Arius festinus,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Arius,,"Ng &amp; Sparks, 2003",2016,2016-05-26,CR,B2ab(iii),Decreasing,False,True,False,"Sparks, J.S.","Randrianizahaisa, H., Rasoloariniaina, R, Ravelomanana, T. & Velosoa, J.",8,,,,,,,,,,48.714444,-15.833611,Am Tropical-Monsoon
55253,Aromobates alboguttatus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,White-dotted Rocket Frog,"(Boulenger, 1903)",2020,2016-12-15,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,3090.0,1600.0,,,,,,,-71.3958,8.62022,Am Tropical-Monsoon
55104,Aromobates leopardalis,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,Mucubají Skunk Frog,"(Rivero, 1978)",2020,2020-06-17,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,3300.0,2435.0,,,,,,,-70.606219,8.902578,Cfb Temperate-Withouth_dry_season-Warm_Summer
55259,Aromobates orostoma,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,Tachira Rocket Frog,"(Rivero, 1978)",2020,2020-06-18,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,62.5,2800.0,2300.0,,,,,,,-71.823228,8.251992,Aw Tropical-Savanna
174664,Arthroleptella rugosa,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Arthroleptella,Rough Moss Frog,"Turner &amp; Channing, 2008",2016,2016-07-29,CR,"B1ab(i,ii,iii)c(iv)",Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group & South African Frog Re-assessment Group (SA-FRoG),"Angulo, A.",14.45,21.67,800.0,500.0,,,,,,,19.535722,-34.209333,Csa Temperate-Dry_Summer-Hot_Summer
103771879,Artisornis moreaui,,,,CR,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CISTICOLIDAE,Artisornis,Long-billed Forest-warbler,"(W.L. Sclater, 1931)",2018,2016-10-01,CR,C2a(ii),Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,440,1250.0,800.0,,,,,True,"Edited Threats, Population Justification, Trend Justification, Geographic Range and Conservation Actions Information text, with some changes to Actions Needed. Added a Contributor and updated the reference list.",39.716667,-5.366667,Am Tropical-Monsoon
134691713,Astyanax eremus,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CHARACIFORMES,CHARACIDAE,Astyanax,,"Ingenito &amp; Duboc, 2014",2021,2018-11-07,CR,B2ab(iii),Unknown,False,True,False,Instituto Chico Mendes de Conservação da Biodiversidade (ICMBio),"Tognelli, M.F.",4,,,,,,,,,,-49.733612,-25.585835,Cfb Temperate-Withouth_dry_season-Warm_Summer
39922,Ateles fusciceps ssp. fusciceps,fusciceps,ssp.,,CR,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Ateles,Brown-headed Spider Monkey,"Gray, 1866",2021,2020-03-23,CR,A4cd,Decreasing,False,False,True,"Moscoso, P., Link, A., de la Torre, S., Shanee, S. & Cortes-Ortíz, L.","Cotton, A., Molur, S., Schwitzer, C., Reuter, K.E. & Konstant, W.R.",,,2500.0,,,,,,True,"The order of the Assessor names have been corrected in this assessment, and some previously missing initials have been added.",-78.4167,0.75,Cfb Temperate-Withouth_dry_season-Warm_Summer
56323,Atelognathus patagonicus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BATRACHYLIDAE,Atelognathus,Patagonia Frog,"(Gallardo, 1962)",2019,2018-01-08,CR,A1ac,Increasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Cox, N.A.",60-100,599.5,1434.0,1245.0,,,,,,,-70.3833,-39.05,BWk Arid-Desert-Cold
54490,Atelopus arthuri,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Arthur's Stubfoot Toad,"Peters, 1973",2004,2004-04-30,CR,"A2ace; B1ab(iii,v)+2ab(iii,v)",Decreasing,False,True,True,"Santiago Ron, Luis A. Coloma, Martín R. Bustamante, Diego Cisneros-Heredia, Mario Yánez-Muñoz","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-78.904249,-1.868437,Aw Tropical-Savanna
54495,Atelopus carbonerensis,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,La Carbonera Stubfoot Toad,"Rivero, 1974",2020,2020-06-18,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2800.0,2000.0,,,,,,,-71.3625,8.64694,Am Tropical-Monsoon
54501,Atelopus coynei,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Rio Faisanes Stubfoot Toad,"Miyata, 1980",2004,2004-04-30,CR,A2ace,Decreasing,False,True,True,"Santiago Ron, Luis A. Coloma, Martín R. Bustamante, Diego Cisneros-Heredia, Ana Almendáriz, Mario Yánez-Muñoz","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-78.867778,-0.302778,Csb Temperate-Dry_Summer-Warm_Summer
54507,Atelopus eusebianus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Malvasa Stubfoot Toad,"Rivero &amp; Granados, 1993",2021,2016-07-26,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,,3250.0,2820.0,,,,,True,"<p>One of the polygons in the published map was incorrect and it has been updated (the distribution text was fine).<br/><br/>Besides this, this species category has been corrected to CR(PE), not CR(PEW) as it is not in captivity. Since this species is CR(PE), the EOO has been removed from the EOO tab and distribution text - it's rather meaningless for this species; also the Countries of Occurrence Presence coding has been changed to 'Possibly Extinct'.</p>",-76.4,2.05,Am Tropical-Monsoon
54518,Atelopus ignescens,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Quito Stubfoot Toad,"(Cornalia, 1849)",2018,2016-07-17,CR,C2a(ii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Neam, K.",,,4200.0,2800.0,,,,,,,-78.7167,-1.93333,Aw Tropical-Savanna
54527,Atelopus minutulus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Colombian Stubfoot Toad,"Ruíz-Carranza, Hernandez-Camacho &amp; Ardila-Robayo, 1988",2017,2016-08-02,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,,1560.0,1370.0,,,True,"The previous version of this assessment had the area of occupancy, extent of occurrence and number of locations incorrectly filled in, they should all have been blank as the species is assessed only under criterion D not criterion B2. In addition, the range map was incorrect so that is also corrected in this errata version.",,,-73.8103,4.15459,Cwb Temperate-Dry_Winter-Warm_Summer
54532,Atelopus nanay,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,"Coloma, 2002",2018,2016-07-19,CR,"B1ab(iii,v)",Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Neam, K.",,85.86,4000.0,4000.0,,,,,,,-79.22667,-2.77444,Aw Tropical-Savanna
18435537,Atelopus pastuso,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,"Coloma, Duellman, Almendáriz, Ron, Terán-Valdez &amp; Guayasamin, 2010",2018,2016-07-17,CR,D,Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Hobin, L.",,4854.98,3900.0,2800.0,,,,,,,-77.830833,0.705556,Csb Temperate-Dry_Summer-Warm_Summer
136038,Atelopus petersi,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,,"Coloma, Lötters, Duellman &amp; Miranda-Leiva, 2007",2008,2008-01-01,CR,A2ace,Decreasing,False,True,True,Luis A. Coloma,Ariadne Angulo and Simon Stuart,,,3300.0,2660.0,,,,,,,-78.1367,-0.374444,Cfb Temperate-Withouth_dry_season-Warm_Summer
54543,Atelopus planispina,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Flat-spined Atelopus,"Jiménez de la Espada, 1875",2018,2016-07-17,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Neam, K.",,13887,2000.0,1000.0,,,,,,,-78.616669,-2.8,Aw Tropical-Savanna
54547,Atelopus sanjosei,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Anori Stubfoot Toad,"Rivero and Serna, 1989",2019,2019-02-11,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,91.4,800.0,450.0,,,,,,,-75.078333,6.911944,Af Tropical-Rainforest
54554,Atelopus sorianoi,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Scarlet Harlequin Toad,"La Marca, 1983",2020,2020-06-18,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2400.0,2400.0,,,,,,,-71.7319,8.2498,Aw Tropical-Savanna
54560,Atelopus varius,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Variable Harlequin Frog,"(Lichtenstein &amp; Martens, 1856)",2020,2019-09-11,CR,A4ce,Unknown,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,4403,2000.0,16.0,,,,,,,-83.8833,9.8167,Aw Tropical-Savanna
97180194,Atheta caprariensis,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,STAPHYLINIDAE,Atheta,Rove beetle,"Israelson, 1985",2017,2017-01-18,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Borges, P.A.V. & Lamelas-López, L.","Danielczak, A.",8,8,600.0,500.0,,,,,,,-25.31663,37.77558,
107353425,Atlantica calathoides,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,DISCIDAE,Atlantica,,"(R.T. Lowe, 1863)",2017,2016-11-29,CR,"B2ab(iii,v)",Decreasing,False,False,True,"Teixeira, D.","Cameron, R., Groh, K. & Seddon, M.B.",8,,440.0,350.0,,,,,,,-16.497,32.491,
56326,Atopophrynus syntomopus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Atopophrynus,Sonson Frog,"Lynch &amp; Ruíz-Carranza, 1982",2017,2016-08-05,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,10,2780.0,2780.0,,,,,,,-75.2612,5.70394,Af Tropical-Rainforest
197803,Atya brachyrhinus,,,,CR,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Atya,,"H.H.Jr. Hobbs &amp; Hart, 1982",2013,2012-04-19,CR,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Unknown,False,True,False,"De Grave, S., Mantelatto, F. & Klotz, W.","Cumberlidge, N. & Smith, K.",,,,,,,True,Correction of a misspelling of one of the assessors names.,,,-59.575,13.1778,Aw Tropical-Savanna
