taxonid_iucn,scientific_name,subspecies,rank,subpopulation,threatCategory,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason,decimalLongitude,decimalLatitude,climate
18949,Pyrenaearia molae,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HYGROMIIDAE,Pyrenaearia,,"Haas, 1924",2011,2010-07-09,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gómez Moliner, B.J.","Martínez-Ortí, A., Arrébola, J., Lutz, M.L., Livingstone, S. & Neubert, E.",4,5,900.0,850.0,,,,,,,0.867427,41.106348,Csa Temperate-Dry_Summer-Hot_Summer
18988,Pyrgulopsis thermalis,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pyrgulopsis,New Mexico Hotspring Snail,"(Taylor, 1987)",2012,2012-03-14,CR,B1ab(iii)+2ab(iii),Stable,False,True,False,"Cordeiro, J.","Collen, B., Bohm, M. & Seddon, M.",0.5,0.5,,,,,,,,,-108.206,33.1688,Cfb Temperate-Withouth_dry_season-Warm_Summer
19036,Pyxis planicauda,,,,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Pyxis,Flat-tailed Tortoise,"(Grandidier, 1867)",2008,2008-01-15,CR,A4acd,Decreasing,False,False,True,"Leuteritz, T., Randriamahazo, H. & Lewis, R. (Madagascar Tortoise and Freshwater Turtle Red List Workshop)","Rhodin, A. & Mittermeier, R.A. (IUCN SSC Tortoise & Turtle Freshwater Turtle Red List Authority)",lessthan500,lessthan5000,,,,,,,,,44.7635,-19.79705,BSh Arid-Steppe-Hot
19040,Quadrula fragosa,,,,CR,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Quadrula,Rough Maple Leaf Pearly Mussel,"Conrad, 1835",1996,1996-08-01,CR,A1c,,False,True,False,"Bogan, A.E. & Seddon, M.B. (Mollusc Specialist Group)",,,,,,,,,,,,-92.8088,45.056,Dfb Cold-Withouth_dry_season-Warm_Summer
125989524,Quintana atrizona,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Quintana,Barred Topminnow,"Hubbs, 1934",2021,2020-06-21,CR,B2ab(iii),Decreasing,False,True,False,"Tognelli, M.F., Lyons, T.J., Rodríguez-Machado, S. & Ponce de León, J.","García-Machado, E.",8,,5.0,1.0,,,,,,,-82.730576,21.886122,Aw Tropical-Savanna
58829,Raorchestes chalazodes,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,Günther's Bush Frog,"(Günther, 1876)",2004,2004-04-30,CR,B1ab(iii)+2ab(iii),Decreasing,False,False,True,"S.D. Biju, Sushil Dutta, Karthikeyan Vasudevan, S.P. Vijayakumar, Chelmala Srinivasulu","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,77.375653,8.544057,Aw Tropical-Savanna
58849,Raorchestes griet,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,Griet Bush Frog,"(Bossuyt, 2002)",2004,2004-04-30,CR,B1ab(iii),Decreasing,False,False,True,S.D. Biju,"Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,77.05,10.083333,Cwb Temperate-Dry_Winter-Warm_Summer
58916,Raorchestes ponmudi,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,Large Ponmudi Bush Frog,"(Biju &amp; Bossuyt, 2005)",2004,2004-04-30,CR,B1ab(iii),Decreasing,False,False,True,S.D. Biju,"Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,77.113998,9.580895,Aw Tropical-Savanna
58897,Raorchestes sanctisilvaticus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,Sacred Grove Bushfrog,"(Das &amp; Chanda, 1997)",2004,2004-04-30,CR,B1ab(iii)+2ab(iii),Decreasing,False,False,True,"Indraneil Das, Sushil Dutta, Karthikeyan Vasudevan, S.P. Vijayakumar","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,81.459999,17.389999,Aw Tropical-Savanna
186166,Raorchestes sushili,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,Sushil's Bushfrog,"(Biju &amp; Bossuyt, 2009)",2012,2011-01-27,CR,B1ab(iii),Unknown,False,False,True,"IUCN SSC Amphibian Specialist Group,  ","Measey, J. & Molur, S.",,100,,600.0,,,,,,,76.936569,10.330119,Cwb Temperate-Dry_Winter-Warm_Summer
19316,Rasbora tawarensis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Rasbora,,"Weber &amp; de Beaufort, 1916",2019,2019-01-28,CR,B1ab(iii),Decreasing,False,True,False,"Lumbantobing, D.","Ahmad, A.B., Chua, K.W.J., Ho, J.K.I., Thornton, S., Wilkinson, C. & Yulintine",,62-70,,,,,,,,,96.75,4.75,Af Tropical-Rainforest
19426,Renea bourguignatiana,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Renea,,"Nevill, 1880",2011,2010-10-01,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Gargominy, O.","Neubert, E., Bilz, M. & Cuttelod, A.",8,10,,,,,,,,,7.48857,43.84477,Csa Temperate-Dry_Summer-Hot_Summer
22682517,Rhabdotorrhinus waldeni,,,,CR,ANIMALIA,CHORDATA,AVES,BUCEROTIFORMES,BUCEROTIDAE,Rhabdotorrhinus,Rufous-headed Hornbill,"(Sharpe, 1877)",2018,2016-10-01,CR,A2cd,Decreasing,False,False,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,31000,1200.0,300.0,,,,,True,"Edited Conservation Actions Information text, with subsequent changes to Actions Needed. Also edited Population Justification and year of population estimate. Added a Facilitator. Updated the reference list.",122.85,9.3333,Am Tropical-Monsoon
59016,Rhacophorus pseudomalabaricus,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rhacophorus,Anaimalai Flying Frog,"Vasudevan and Dutta, 2000",2004,2004-04-30,CR,B1ab(iii),Decreasing,False,True,True,"S.D. Biju, Sushil Dutta, Karthikeyan Vasudevan, Chelmala Srinivasulu, S.P. Vijayakumar","Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson and Neil Cox)",,,,,,,,,,,77.079338,10.148299,Cwb Temperate-Dry_Winter-Warm_Summer
19455,Rhamdia reddelli,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HEPTAPTERIDAE,Rhamdia,Blindwhiskered Catfish,"Miller, 1984",2019,2019-02-06,CR,"B1ab(iii,iv)+2ab(iii,iv)",Unknown,False,True,False,"Arroyave, J.","Schmitter-Soto, J.",4,1-4,100.0,,,,,,,,-96.659674,18.488139,Af Tropical-Rainforest
172524,Rhampholeon acuminatus,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Rhampholeon,Nguru Spiny Pygmy Chameleon,"Mariaux &amp; Tilbury, 2006",2014,2013-08-21,CR,"B1ab(iii,v)",Unknown,False,False,True,"Tolley, K., Menegon, M. & Plumptre, A.","Bowles, P.",28,45,,,,,,,,,37.51125,-6.041389,BSh Arid-Steppe-Hot
172568,Rhampholeon chapmanorum,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CHAMAELEONIDAE,Rhampholeon,Chapman's Pygmy Chameleon,"Tilbury, 1992",2021,2021-02-20,CR,"B1ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Tolley, K.A.","Bowles, P.",12,12,950.0,650.0,,,,,,,35.15346,-16.921571,Aw Tropical-Savanna
200035703,Rheinardia ocellata,,,,CR,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Rheinardia,Vietnamese Crested Argus,"(Elliot, 1871)",2021,2021-08-24,CR,A2bcd+3bcd+4bcd,Decreasing,False,False,True,BirdLife International,"Berryman, A.",,120000,1900.0,,,,,,,,102.233333,4.633333,Af Tropical-Rainforest
19479,Rheocles lateralis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Rheocles,Zona,"Stiassny &amp; Reinthal, 1992",2020,2016-06-17,CR,B1ab(iii),Decreasing,False,True,False,"Ravelomanana, T.","Raminosoa, N., Randrianizahaisa, H., Rasoloariniaina, R & Velosoa, J.",,10,,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose.",48.25,-18.966667,Cfb Temperate-Withouth_dry_season-Warm_Summer
54568,Rhinella amabilis,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,,"(Pramuk and Kadivar, 2003)",2006,2006-01-31,CR,B1ab(iii),Decreasing,False,True,True,Luis A. Coloma,"Global Amphibian Assessment Coordinating Team (Simon Stuart, Janice Chanson, Neil Cox and Bruce Young)",,,,,,,,,,,-79.196944,-4.024167,Aw Tropical-Savanna
54881,Rhinella rostrata,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhinella,Mesopotamia Beaked Toad,"(Noble, 1920)",2017,2016-07-21,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,IUCN SSC Amphibian Specialist Group,"Neam, K.",4,13.04,2472.0,2472.0,,,,,,,-75.206956,5.783395,Af Tropical-Rainforest
161478,Rhinobatos annandalei,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,Bengal Guitarfish,"Norman, 1926",2021,2020-05-13,CR,A2d,Decreasing,True,False,False,"Dulvy, N.K., Akhilesh, K.V., Bineesh, K.K., Derrick, D., Ebert, D.A., Fernando, D., Haque, A.B., Jabado, R.W., Khan, M. & Maung, A.","Moore, A. & Rigby, C.L.",,,,,5.0,73.0,,,,,72.9,18.65,
63167,Rhinobatos jimbaranensis,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,Jimbaran Guitarfish,"Last, White &amp; Fahmi, 2006",2021,2020-05-19,CR,A2d,Decreasing,True,False,False,"Dulvy, N.K., Bin Ali, A., Derrick, D., Fahmi, Sherman, C.S., VanderWright, W.J. & Yuneni, R.R.","Walls, R.H.L. & Rigby, C.L.",,,,,1.0,60.0,,,,,115.167,-8.75,
63131,Rhinobatos rhinobatos,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Rhinobatos,Common Guitarfish,"(Linnaeus, 1758)",2021,2020-08-04,CR,A2bd,Decreasing,True,False,False,"Jabado, R.W., Pacoureau, N., Diop, M., Dia, M., Ba, A., Williams, A.B., Dossa, J., Badji, L., Seidu, I., Chartrain, E., Leurs, G.H.L., Tamo, A., Porriños, G., VanderWright, W.J., Derrick, D., Doherty, P., Soares, A.-L., De Bruyne, G. & Metcalfe, K.","Dulvy, N.K. & Rigby, C.L.",,,,,0.0,180.0,,,,,-0.616667,5.333333,
19514,Rhinoderma rufum,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHINODERMATIDAE,Rhinoderma,Northern Darwin's Frog,"(Philippi, 1902)",2015,2015-07-10,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Luedtke, J.",,46491.32,500.0,0.0,,,,,,,-73.04439,-36.820135,Csb Temperate-Dry_Summer-Warm_Summer
197175,Rhinophis erangaviraji,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,Eranga Viraj’s Sieldtail Snake,"Wickramasinghe, Vidanapathirana, Wickramasinghe &amp; Ranwella, 2009",2021,2019-09-15,CR,"B1ab(ii,iii,v)",Decreasing,False,False,True,"Wickramasinghe, L.J.M. & Wickramasinghe, N.","Auliya, M.",15,15,1300.0,900.0,,,,,,,80.559219,6.393532,Af Tropical-Rainforest
197168,Rhinophis phillipsi,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,Phillipps' Earth Snake,"(Nicholls, 1929)",2021,2019-09-15,CR,"B1ab(ii,iii)",Decreasing,False,False,True,"Wickramasinghe, L.J.M. & Wickramasinghe, N.","Auliya, M.",,99,1200.0,800.0,,,,,,,80.7057,7.585,Am Tropical-Monsoon
115604119,Rhinophis roshanpererai,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,UROPELTIDAE,Rhinophis,Roshan Perera’s Shieldtail,"Wickramasinghe, Vidanapathirana, Rajeev &amp; Gower, 2017",2021,2019-09-15,CR,B1ab(iii),Decreasing,False,False,True,"Wickramasinghe, L.J.M. & Wickramasinghe, N.","Auliya, M.",,99,,940.0,,,,,,,80.968889,6.736389,Cfb Temperate-Withouth_dry_season-Warm_Summer
161463,Rhinoptera marginata,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,RHINOPTERIDAE,Rhinoptera,Lusitanian Cownose Ray,"(Geoffroy Saint-Hilaire, 1817)",2021,2020-08-04,CR,A2d,Decreasing,True,False,False,"Jabado, R.W., Chartrain, E., De Bruyne, G., Derrick, D., Dia, M., Diop, M., Doherty, P., Dossa, J., Ducrocq, M., Leurs, G.H.L., Metcalfe, K., Porriños, G., Seidu, I., Soares, A.-L., Tamo, A., VanderWright, W.J. & Williams, A.B.","Carlson, J., Charvet, P. & Rigby, C.L.",,,,,0.0,100.0,,,,,-16.6667,13.8,Aw Tropical-Savanna
19670,Rhodacmea filosa,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Rhodacmea,Wicker Ancylid,"(Conrad, 1834)",2012,2011-06-02,CR,B1ab(iii),,False,True,False,"Cordeiro, J.","Seddon, M., Burch, J. & O'Foighil, D.",,90,,,,,,,,,-86.1199,33.5594,Cfa Temperate-Withouth_dry_season-Hot_Summer
22680344,Rhodonessa caryophyllacea,,,,CR,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Rhodonessa,Pink-headed Duck,"(Latham, 1790)",2018,2016-10-01,CR,D,Unknown,False,True,True,BirdLife International,"Butchart, S.H.M. & Symes, A.",,1,,,,,,,True,Edited Threats and Geographic Range Information text. Added Population Trend Justification and a Facilitator. Updated the reference list.,86.09132,26.373415,Cwa Temperate-Dry_Winter-Hot_Summer
60181,Rhynchobatus cooki,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,Clown Wedgefish,"Last, Kyne &amp; Compagno, 2016",2019,2019-05-29,CR,A2bd,Decreasing,True,False,False,"Kyne, P.M., Rigby, C.L. & Last, P.R.","Jabado, R.W., Dulvy, N.K. & Simpfendorfer, C.",,,,,,,,,,,116.196145,5.877531,Af Tropical-Rainforest
104019954,Rhynchobatus immaculatus,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,Taiwanese Wedgefish,"Last, Ho &amp; Chen, 2013",2019,2018-12-03,CR,A2bd,Decreasing,True,False,False,"Kyne, P.M. & Ebert, D.A.","Dulvy, N.K. & Simpfendorfer, C.",,,,,,,,,,,120.199343,23.046848,Cfa Temperate-Withouth_dry_season-Hot_Summer
60180,Rhynchobatus luebberti,,,,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,African Wedgefish,"Ehrenbaum, 1915",2019,2018-12-03,CR,A2d,Decreasing,True,False,False,"Kyne, P.M. & Jabado, R.W.","Dulvy, N.K. & Simpfendorfer, C.",,,,,0.0,35.0,,,,,-16.85,14.15,
80580925,Riotintobolus mandenensis,,,,CR,ANIMALIA,ARTHROPODA,DIPLOPODA,SPIROBOLIDA,PACHYBOLIDAE,Riotintobolus,Mandena Riotinto-Millipede,"Wesener, 2009",2017,2015-11-16,CR,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)",Decreasing,False,False,True,"Rudolf, E. & Wesener, T.","Hochkirch, A. & Mumford, N.",4,6,,,,,,,,,46.99165,-24.954334,Am Tropical-Monsoon
51269353,Rodriguesiophisis spinifera,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Rodriguesiophisis,,"(Butler, 1876)",2014,2014-02-01,CR,B1ab(iii)+2ab(iii),Unknown,False,False,True,"Hugel, S.","Hochkirch, A. & Willemse, L.P.M.",4,4,355.0,43.0,,,,,,,63.463,-19.71,
19823,Saguinus oedipus,,,,CR,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Saguinus,Cotton-headed Tamarin,"(Linnaeus, 1758)",2021,2020-02-25,CR,A3cd,Decreasing,False,False,True,"Rodríguez, V., Link, A., Guzman-Caro, D., Defler, T.R., Palacios, E., Stevenson, P.R. & Mittermeier, R.A.","Cotton, A., Gonzalez, W., Moreno, M.I. & Schwitzer, C.",,,1500.0,0.0,,,,,True,The list of Assessor names has been corrected in this assessment.,-75.947855,8.693529,Aw Tropical-Savanna
61353,Salaria economidisi,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE,Salaria,Trichonis blenny,"Kottelat, 2004",2006,2006-01-31,CR,"B1ab(i,ii,iii)",Unknown,False,True,False,"Crivelli, A.J.","Babieri, R. & Kottelat, M. (Mediterranean Workshop, Dec. 2004)",,,,,,,,,,,21.57,38.58,Csa Temperate-Dry_Summer-Hot_Summer
168194,Samoana bellula,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Samoana,Polynesian Tree Snail,Hartman,2009,2007-10-21,CR,"B2ab(ii,iv)",Decreasing,False,False,True,"Coote, T.","Cowie, R. & Seddon, M.B.",<10,,,,,,,,,,-140.077603,-9.402682,
168197,Samoana dryas,,,,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Samoana,Polynesian Tree Snail,"Crampton &amp; Cooke, 1953",2009,2007-10-21,CR,"B2ac(ii,iii)",Decreasing,False,False,True,"Coote, T.","Cowie, R. & Seddon, M.B.",1-10,,,,,,,,,,-147.63813,-23.85514,
127935094,Sarada superba,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Sarada,Superb Large Fan-throated Lizard,"Deepak, Zambre, Bhosale &amp; Giri, 2016",2021,2019-09-06,CR,B1ab(iii),Stable,False,False,True,"Giri, V.","Cox, N.A.",,11,1300.0,1100.0,,,,,,,73.8243,17.57635,Aw Tropical-Savanna
55431,Sarcohyla calvicollina,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,Cerro Pelón Treefrog,"(Toal, 1994)",2020,2019-10-23,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2700.0,2500.0,,,,,,,-96.508333,17.508333,Am Tropical-Monsoon
55456,Sarcohyla crassa,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,Aquatic Treefrog,"(Brocchi, 1877)",2020,2019-10-22,CR,C2a(i),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,2458,2650.0,1540.0,,,,,,,-96.45,17.33333,Aw Tropical-Savanna
55527,Sarcohyla labedactyla,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,Grasping Treefrog,"(Mendelson &amp; Toal, 1996)",2020,2019-10-23,CR,B1ab(iii),Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,58,2347.0,2347.0,,,,,,,-97.0200449961077,16.710754555526933,BWh Arid-Desert-Hot
55613,Sarcohyla psarosema,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,Speckled Treefrog,"(Campbell &amp; Duellman, 2000)",2020,2019-10-23,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2100.0,2100.0,,,,,,,-96.06002396019495,17.240731348427346,Am Tropical-Monsoon
55658,Sarcohyla siopela,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sarcohyla,Voiceless Treefrog,"(Duellman, 1968)",2020,2019-10-23,CR,D,Decreasing,False,True,True,IUCN SSC Amphibian Specialist Group,"Chanson, J.S.",,,2850.0,2500.0,,,,,,,-97.175,19.491667,Cfb Temperate-Withouth_dry_season-Warm_Summer
19908,Sarotherodon caroli,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Sarotherodon,Fissi,"(Holly, 1930)",2010,2009-02-16,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Moelants, T.","Brummett, R., Mbe Tawe, A.N., Dening Touokong, C., Reid, G.M., Snoeks, J. Staissny, M., Moelants, T., Mamonekene, V., Ndodet, B., Ifuta, S.N.B., Chilala, A., Monsembula, R., Ibala Zamba, A., Opoye Itoua, O., Pouomogne, V., Darwall, W. & Smith, K.",7,7,,,,,,,,,9.366667,4.633333,Am Tropical-Monsoon
19910,Sarotherodon lohbergeri,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Sarotherodon,Leka Keppe,"(Holly, 1930)",2010,2009-02-16,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Moelants, T.","Brummett, R., Mbe Tawe, A.N., Dening Touokong, C., Reid, G.M., Snoeks, J. Staissny, M., Moelants, T., Mamonekene, V., Ndodet, B., Ifuta, S.N.B., Chilala, A., Monsembula, R., Ibala Zamba, A., Opoye Itoua, O., Pouomogne, V., Darwall, W. & Smith, K.",,,,,,,,,,,9.366667,4.633333,Am Tropical-Monsoon
22692245,Sarothrura ayresi,,,,CR,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Sarothrura,White-winged Flufftail,"(Gurney, 1877)",2021,2020-07-24,CR,C2a(i),Decreasing,False,False,True,BirdLife International,"Hermes, C.",,183000,2600.0,1700.0,,,,,,,30.125,-25.625,Cwb Temperate-Dry_Winter-Warm_Summer
58064398,Savigniorrhipis topographicus,,,,CR,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,LINYPHIIDAE,Savigniorrhipis,,"Crespo, 2013",2020,2017-10-19,CR,"B1ab(i,ii,iii,v)",Decreasing,False,False,True,"Borges, P.A.V. & Cardoso, P.","Russell, N.",4-20,4-20,941.0,743.0,,,,,,,-27.89856,38.59529,
19951,Scaturiginichthys vermeilipinnis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,PSEUDOMUGILIDAE,Scaturiginichthys,Red-finned Blue-eye,"Ivantsoff, Unmack, Saeed &amp; Crowley, 1991",2019,2019-02-11,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,False,True,False,"Kerezsy, A., Kern, P. & Wager, R.","Unmack, P. & Brooks, S.",4,4,,,,,,,,,145.5,-22.8,BSh Arid-Steppe-Hot
178207,Scelotes inornatus,,,,CR,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Scelotes,Durban Dwarf Burrowing Skink,"(A. Smith, 1849)",2018,2017-06-12,CR,"B1ab(i,ii,iii,iv,v)",Decreasing,False,False,True,"Alexander, G.J., Tolley, K.A., Weeber, J., Conradie, W., Marais, J. & Bauer, A.M.","Measey, G.J., Rebelo, A. & Telford, N.",40,89.9,70.0,0.0,,,,,,,31.192597,-29.806586,
181199,Schistura leukensis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Schistura,,"Kottelat, 2000",2011,2011-01-20,CR,B1ab(iii)+2ab(iii),Unknown,False,True,False,"Kottelat, M.","Rainboth, W., Ng, H.H., Baird, I. & Allen, D.J.",5-10,10,,,,,,,,,102.947,18.4375,Aw Tropical-Savanna
149847763,Schistura scripta,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Schistura,Nakiyadeniya mountain loach,"Sudasinghe, 2018",2019,2019-08-07,CR,B1ab(iii)+2ab(iii),Decreasing,False,True,False,"Fernado, M., Kotagama, O. & de Alwis Goonatilake, S.","Maiz-Tome, L. & Raghavan, R.",4,4,135.0,135.0,,,True,This corrected (errata) assessment was created to clarify the results of the study by Subasinghe (2018) reported in the Population text.,,,80.354342,6.117505,Af Tropical-Rainforest
187918,Schistura tenura,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Schistura,,"Kottelat, 2000",2011,2011-01-19,CR,B1ab(iii)+2ab(iii),Decreasing,False,True,False,"Kottelat, M.","Rainboth, W., Kullander, S.O., Ng, H.H. & Allen, D.J.",5-10,50-100,,,,,,,,,102.95,18.436,Aw Tropical-Savanna
168257,Schizothorax raraensis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Schizothorax,Rara Snowtrout,"Terashima, 1984",2010,2010-02-24,CR,B1ab(iii),Unknown,False,True,False,"Jha, B.R. & Rayamajhi, A.","Vishwanath, W., Dahanukar, N., Raghavan, R. & Molur, S.",10-15,10-15,2990.0,2990.0,,,,,,,82.083333,29.533333,Cwb Temperate-Dry_Winter-Warm_Summer
154864,Sciaena callaensis,,,,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE,Sciaena,,"Hildebrand, 1946",2020,2020-03-10,CR,B1ab(iii),Unknown,True,False,False,"Chao, L., Bearez, P. & Williams, J.","Gorman, C.",,,,,,,,,,,-90.5,-0.5,
54732,Sclerophrys perreti,,,,CR,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Sclerophrys,Perret's Toad,"(Schiøtz, 1963)",2020,2016-07-06,CR,B1ab(iii),Decreasing,False,False,True,IUCN SSC Amphibian Specialist Group,"Stuart, S.N.",,23.08,,,,,,,True,"Correction of coded threats: logging and wood harvesting has unintentional effects on the species, rather than the species being intentionally used for this purpose.",5.1,7.1,Aw Tropical-Savanna
122309294,Selysioneura drymobia,,,,CR,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,ISOSTICTIDAE,Selysioneura,,"Lieftinck, 1959",2020,2019-09-26,CR,"B2ab(ii,iii)",Unknown,False,True,True,"Richards, S.","Dow, R.A.",4-216,100-318,350.0,350.0,,,,,,,152.817,-10.65,Af Tropical-Rainforest
